Código Tabela Campo;Nome;Descrição;Código Tabela
28408;validFor;Ativo;843
28409;validFrom;Ativo desde;843
2841;lineVatS;Valor de imposto líquido (MS);87
28410;validTo;Ativo até;843
28411;frozenFor;Inativo;843
28412;frozenFrom;Inativo desde;843
28413;frozenTo;Inativo até;843
28414;ValidComm;Observações ativas;843
28415;FrozenComm;Observações inativas;843
28416;SWW;Identificador adicional;843
28417;Deleted;Eliminado;843
28418;ExpensAcct;Conta de despesas;843
28419;FrgnInAcct;Conta de receita - estrangeira;843
2842;WtLiable;Sujeito a IRF;87
28420;ShipType;Tipo de envio;843
28421;GLMethod;Definir contas contábeis por;843
28422;ECInAcct;Conta de receita - UE;843
28423;FrgnExpAcc;Conta de despesas - estrangeira;843
28424;ECExpAcc;Conta de despesas - UE;843
28425;TaxType;Tipo de imp.;843
28426;ByWh;Administrar inventário por depósito;843
28427;WTLiable;Sujeito a IRF;843
28428;ItemType;Tipo de item;843
28429;WarrntTmpl;Modelo de garantia;843
2843;BaseMethod;Método básico;87
28430;BaseUnit;Nome da unidade base;843
28431;CountryOrg;País de origem;843
28432;StockValue;Valor do estoque;843
28433;Phantom;Item fictício;843
28434;IssueMthd;Método de saída;843
28435;FREE1;Rendimento em %;843
28436;PricingPrc;Porcentagem de determinação do preço;843
28437;MngMethod;Método de administração;843
28438;ReorderPnt;Ponto de reabastecimento;843
28439;InvntryUom;Unidade de medida de estoque;843
2844;Stock;Estoque;87
28440;PlaningSys;Método de planejamento;843
28441;PrcrmntMtd;Método de suprimento;843
28442;OrdrIntrvl;Intervalo do pedido;843
28443;OrdrMulti;Solicitar múltiplos de;843
28444;MinOrdrQty;Quantidade mín.pedido;843
28445;LeadTime;Tempo de processamento;843
28446;IndirctTax;Imposto indireto;843
28447;TaxCodeAR;Código do imposto (C/R);843
28448;TaxCodeAP;Código do imposto (C/P);843
28449;OSvcCode;Código serviço prestado;843
2845;LstPchPrce;Último preço de compra;87
28450;ISvcCode;Código serviço contratado;843
28451;ServiceGrp;Grupo de serviço;843
28452;NCMCode;Código NCM;843
28453;MatType;Tipo de material;843
28454;MatGrp;Grupo de materiais;843
28455;ProductSrc;Fonte do produto;843
28456;ServiceCtg;Categoria de serviço;843
28457;ItemClass;Serviço ou material;843
28458;Excisable;Sujeito a imposto seletivo [sim/não];843
28459;ChapterID;ID do capítulo;843
2846;AnalysRpt;Relatório de análise;87
28460;NotifyASN;Nº série utilizado notificação;843
28461;ProAssNum;Nº lançamento provisório;843
28462;AssblValue;Valor estipulável;843
28463;DNFEntry;Entrada código DNF;843
28464;Spec;Especificação do item;843
28465;TaxCtg;Categoria do imposto;843
28466;Series;Série;843
28467;Number;Número;843
28468;FuelCode;Combustível;843
28469;BeverTblC;Tabela de Bebidas;843
2847;BaseAbsEnt;Entrada absoluta de base;87
28470;BeverGrpC;Grupo de Bebidas;843
28471;BeverTM;Marca da Bebida;843
28472;Attachment;Anexo;843
28473;AtcEntry;Entrada de anexo;843
28474;ToleranDay;Dias de tolerância;843
28475;UgpEntry;Grupo de unidades de medida;843
28476;PUoMEntry;Unidade de medida de compra padrão;843
28477;SUoMEntry;Unidade de medida de venda padrão;843
28478;IUoMEntry;Unidade de medida de estoque;843
28479;IssuePriBy;Emitir primeiramente por SnB ou depósito;843
2848;BaseType;Tipo de documento base;87
28480;AssetClass;Classe do ativo;843
28481;AssetGroup;Grupo de ativos;843
28482;InventryNo;Número do estoque do ativo;843
28483;Technician;Técnico do ativo fixo;843
28484;Employee;Empregado do ativo fixo;843
28485;Location;Local;843
28486;StatAsset;Marcação de propriedade da empresa;843
28487;Cession;Cessão;843
28488;DeacAftUL;Desativar após vida útil;843
28489;AsstStatus;Status do ativo fixo;843
2849;BaseRef;Referência do documento base;87
28490;CapDate;Data de incorporação;843
28491;AcqDate;Data de aquisição;843
28492;RetDate;Data de aposentadoria;843
28493;GLPickMeth;Método de picking de conta contábil;843
28494;NoDiscount;Sem descontos;843
28495;MgrByQty;Gerenciar ativo fixo por quantidade;843
28496;AssetRmk1;Comentário do ativo 1;843
28497;AssetRmk2;Comentário do ativo 2;843
28498;AssetAmnt1;Montante do ativo 1;843
28499;AssetAmnt2;Montante do ativo 2;843
285;BaseAbsEnt;Referência do documento base;20
2850;BaseLnNum;Nº linha do documento base;87
28500;DeprGroup;Grupo de depreciação;843
28501;AssetSerNo;Número de série do ativo;843
28502;CntUnitMsr;Nome da unidade de medida de contagem do estoque;843
28503;NumInCnt;Número de itens por unidade de contagem;843
28504;INUoMEntry;Entrada da unidade de medida de contagem do estoque;843
28505;OneBOneRec;Um lote um recibo;843
28506;RuleCode;Código da regra de verificação;843
28507;ScsCode;Código SCS;843
28508;SpProdType;Tipo de produto especial;843
28509;IWeight1;Peso 1 - Estoque;843
2851;TrgType;Tipo de destino;87
28510;IWght1Unit;Peso 1 - Unidade de estoque;843
28511;IWeight2;Peso 2 - Estoque;843
28512;IWght2Unit;Peso 2 - Unidade de estoque;843
28513;CompoWH;Depósito de componente;843
28514;CreateTS;Creatn Time - Incl. Secs;843
28515;UpdateTS;Update Full Time;843
28516;VirtAstItm;Item de ativo virtual;843
28517;SouVirAsst;Item do ativo virtual de origem;843
28518;InCostRoll;Incluir no rollup do custo de produção;843
28519;PrdStdCst;Custo padrão de produção;843
2852;TrgAbsEnt;Entrada absoluta de destino;87
28520;EnAstSeri;Froçar números de série do ativo;843
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2853;BaseGroup;Grupo do documento base;87
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2854;Status;Status;87
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
2855;TrgGroup;Grupo alvo;87
;;;
;;;
;;;
;;;
;;;
28555;ReconNum;Nº da reconciliação;844
28556;IsCard;PN ou conta;844
28557;ReconType;Tipo de reconciliação;844
28558;ReconDate;Data de reconciliação;844
28559;Total;Valor total de reconciliação;844
2856;VisOrder;Seqüência visual;87
28560;ReconCurr;Moeda de reconciliação;844
28561;Canceled;Cancelado;844
28562;CancelAbs;Cancelamento/Nº de reconciliação cancelado;844
28563;IsSystem;Sistema ou manual;844
28564;InitObjTyp;Iniciador de reconciliação - tipo de objeto;844
28565;InitObjAbs;Iniciador de reconciliação - ID interno;844
28566;CreateDate;Data de criação;844
28567;CreateTime;Hora de criação;844
28568;ReconRule1;Regra de reconciliação 1;844
28569;ReconRule2;Regra de reconciliação 2;844
2857;DistrbMthd;Método de distribuição;87
28570;ReconRule3;Regra de reconciliação 3;844
28571;IsMultiBP;Reconciliação múltipla PN;844
28572;VersionNum;Nº da versão;844
28573;OldMatNum;Nº anterior de reconciliação;844
28574;ReconJEId;Nº lçto.contábil manual criado pela reconciliação;844
28575;BuildDesc;Descrição da construção;844
28576;BPLId;Filial;844
28577;BPLName;Nome da filial;844
28578;Code;Item superior;845
28579;TreeType;Tipo de estrutura de produtos;845
2858;DistribExp;Distribuir despesas adicionais;87
28580;PriceList;Lista de preços;845
28581;Qauntity;Nº de unidades;845
28582;UseFthrWhs;Saída do depósito superior;845
28583;CreateDate;Data de criação;845
28584;UpdateDate;Data de atualização;845
28585;Transfered;Adiado para o ano seguinte;845
28586;DispCurr;Exibir moeda;845
28587;ToWH;Depósito para produto final;845
28588;Object;Tipo de objeto;845
28589;LogInstac;Instância do registro em log - histórico;845
2859;FixCurr;Moeda de fixação;87
28590;UserSign2;Atualização do usuário;845
28591;OcrCode;Regra distribuição;845
28592;HideComp;Ocultar componentes na impressão;845
28593;OcrCode2;Regra distribuição 2;845
28594;OcrCode3;Regra distribuição 3;845
28595;OcrCode4;Regra distribuição 4;845
28596;OcrCode5;Regra distribuição 5;845
28597;UpdateTime;Time of Update;845
28598;Project;Código do projeto;845
28599;PlAvgSize;Tamanho da produção média planejada;845
286;BaseLine;Linha de base;20
2860;VatDscntPr;% do desconto de imposto;87
28600;ItemCode;Nº do item;846
28601;WhsCode;Código de depósito;846
28602;OnHand;Em estoque;846
28603;IsCommited;Definido;846
28604;OnOrder;Pedido;846
28605;Counted;Quantidade contada;846
28606;WasCounted;Contado Sim/Não;846
28607;MinStock;Estoque mínimo;846
28608;MaxStock;Estoque máximo;846
28609;MinOrder;Pedido mínimo;846
2861;OcrCode;Regra distribuição;87
28610;AvgPrice;Preço médio;846
28611;Locked;Bloqueado;846
28612;BalInvntAc;Conta de estoque;846
28613;SaleCostAc;Conta de custo de produtos vendidos;846
28614;TransferAc;Conta de transferência;846
28615;RevenuesAc;Conta de receita;846
28616;VarianceAc;Conta de variações;846
28617;DecreasAc;Conta de contrapartida para estoque - Conta de redução;846
28618;IncreasAc;Conta de contrapartida para estoque - Conta de aumento;846
28619;ReturnAc;Conta de devoluções;846
2862;OcrCode2;Regra distribuição 2;87
28620;ExpensesAc;Conta de despesas;846
28621;EURevenuAc;Conta de receita - UE;846
28622;EUExpensAc;Conta de despesas - UE;846
28623;FrRevenuAc;Conta de receita - estrangeira;846
28624;FrExpensAc;Conta de despesas - estrangeira;846
28625;ExmptIncom;Conta de receita isenta de imposto;846
28626;PriceDifAc;Conta de diferenças de preço;846
28627;ExchangeAc;Conta de diferenças da taxa de câmbio;846
28628;BalanceAcc;Conta de compensação de mercadoria;846
28629;PurchaseAc;Conta de compras;846
2863;OcrCode3;Regra distribuição 3;87
28630;PAReturnAc;Conta de devolução de compras;846
28631;PurchOfsAc;Conta de contrapartida de compras;846
28632;ShpdGdsAct;Conta de mercadorias enviadas;846
28633;VatRevAct;IVA em conta de receita;846
28634;StockValue;Valor do estoque;846
28635;DecresGlAc;Conta de redução do Razão;846
28636;IncresGlAc;Conta de aumento do Razão;846
28637;StokRvlAct;Conta de ajuste da inflação do estoque;846
28638;StkOffsAct;Conta de contrapartida da inflação do estoque;846
28639;WipAcct;Conta de material em processo;846
2864;OcrCode4;Regra distribuição 4;87
28640;WipVarAcct;Conta de variação do estoque de material em processo;846
28641;CostRvlAct;Conta de inflação de custos;846
28642;CstOffsAct;Conta de contrapartida de inflação de custos;846
28643;ExpClrAct;Conta de compensação de despesas;846
28644;ExpOfstAct;Conta de contrapartida de despesas;846
28645;Object;Tipo de objeto - histórico;846
28646;logInstanc;Instância do registro em log - histórico;846
28647;createDate;Data de criação - histórico;846
28648;userSign2;Atualização de usuário - histórico;846
28649;updateDate;Data da atualização - histórico;846
2865;OcrCode5;Regra distribuição 5;87
28650;ARCMAct;Conta de crédito de vendas;846
28651;ARCMFrnAct;Conta de crédito de vendas - estrangeira;846
28652;ARCMEUAct;Conta de crédito de vendas - UE;846
28653;ARCMExpAct;Conta crédito isenta de imposto;846
28654;APCMAct;Conta de crédito de compra;846
28655;APCMFrnAct;Conta de crédito de compras - estrangeira;846
28656;APCMEUAct;Conta de crédito de compras - UE;846
28657;RevRetAct;Conta de devoluções de receita;846
28658;NegStckAct;Conta de ajuste de estoque negativo;846
28659;StkInTnAct;Conta de estoque em trânsito;846
2866;DocEntry;Document Internal ID;88
28660;PurBalAct;Conta de saldo de compras;846
28661;WhICenAct;Conta CENVAT de entrada (DP);846
28662;WhOCenAct;Conta CENVAT de saída (DP);846
28663;WipOffset;Conta de demonstração de resultados da contrapartida do material em processo;846
28664;StockOffst;Conta de demonstração de resultados da contrapartida de estoque;846
28665;DftBinAbs;Número interno do depósito padrão;846
28666;DftBinEnfd;Depósito padrão imposto [S/N];846
28667;Freezed;Item congelado no depósito;846
28668;FreezeDoc;Documento INC congelado por;846
28669;FreeChrgSA;Conta de venda gratuita;846
2867;LineNum;Row Number;88
28670;TreeID;ID da estrutura;847
28671;ParentID;ID sintético;847
28672;AbsEntry;Nº interno;847
28673;LocType;Tipo de local;847
28674;LocCode;Código local;847
28675;TransSeq;Nº de seqüência da transação;847
28676;LayerID;ID camada;847
28677;LayerInQty;Qtd.camada de entrada;847
28678;LayerOutQ;Qtd.camada de saída;847
28679;LayerVal;Valor da camada;847
2868;ChildNum;Child Number;88
28680;ItemCode;Código do item;847
28681;EntryTreeI;ID árvore de entrada;847
28682;TransSeq;Nº de seqüência da transação;848
28683;LayerID;ID camada;848
28684;RootID;ID raiz;848
28685;TransNum;Nº da transação;848
28686;Instance;Instância;848
28687;TransType;Tipo de transação;849
28688;CreatedBy;Chave do documento criada;849
28689;BASE_REF;Referência base;849
2869;ItemCode;Item no.;88
28690;DocLineNum;Nº da linha no documento;849
28691;DocDate;Data de lançamento;849
28692;CreateTime;Hora da geração;849
28693;ItemCode;Nº do item;849
28694;InQty;Quantidade entrada;849
28695;OutQty;Quantidade de saída;849
28696;Price;Preço;849
28697;Currency;Moeda do preço;849
28698;Rate;Preço da moeda;849
28699;TrnsfrAct;Conta de transferência;849
287;BaseNum;Tipo de documento base;20
2870;WhsCode;Warehouse Code;88
28700;PriceDifAc;Conta de diferenças de preço;849
28701;VarianceAc;Conta de variações;849
28702;ReturnAct;Conta de devoluções;849
28703;ExcRateAct;Conta diferenças taxa de câmbio;849
28704;ClearAct;Conta de compensação de mercadoria;849
28705;CostAct;Conta CPV;849
28706;WipAct;Conta de material em processo;849
28707;OpenStock;Valor total de estoque em aberto;849
28708;CreateDate;Data de criação;849
28709;PriceDiff;Valor diferença de preço;849
2871;Quantity;Quantidade;88
28710;TransSeq;Nº de seqüência da transação;849
28711;InvntAct;Conta de estoque;849
28712;SubLineNum;Número de sublinha;849
28713;AppObjLine;Linha objeto aplicado;849
28714;Expenses;Despesas do estoque;849
28715;OpenExp;Valor de despesas pendentes;849
28716;Allocation;Valor de alocação;849
28717;OpenAlloc;Valor de alocação pendente;849
28718;ExpAlloc;Valor de alocação de despesas;849
28719;OExpAlloc;Valor de alocação de despesas pendente;849
2872;TotalQty;Total Quantity;88
28720;OpenPDiff;Valor da diferença preço em aberto;849
28721;ExchDiff;Valor diferença de taxa de câmbio;849
28722;OpenEDiff;Valor diferença taxa de câmbio pendente;849
28723;NegInvAdjs;Valor de ajuste de estoque negativo;849
28724;OpenNegInv;Ajuste negativo pendente;849
28725;NegStckAct;Conta de ajuste de estoque negativo;849
28726;BTransVal;Valor base da transação;849
28727;VarVal;Valor de variação;849
28728;BExpVal;Valor base de despesas adicionais;849
28729;CogsVal;Valor CPV;849
2873;OpenQty;Remaining Open Quantity;88
28730;BNegAVal;Valor de ajuste base negativo;849
28731;IOffIncAcc;Conta de contrapartida para estoque - Conta de aumento;849
28732;IOffIncVal;Conta de contrapartida para estoque - Valor de aumento;849
28733;DOffDecAcc;Conta de contrapartida para estoque - Conta de redução;849
28734;DOffDecVal;Conta de contrapartida para estoque - Valor de redução;849
28735;DecAcc;Conta de redução do Razão;849
28736;DecVal;Valor de redução do Razão;849
28737;WipVal;Valor do material em processo;849
28738;WipVarAcc;Variação de material em processo;849
28739;WipVarVal;Valor de variação WIP;849
2874;ObjectType;object type;88
28740;IncAct;Conta de aumento do Razão;849
28741;IncVal;Valor de aumento do Razão;849
28742;ExpCAcc;Conta de compensação de despesas;849
28743;CostMethod;Método do cálculo de custos;849
28744;MessageID;ID da mensagem;849
28745;LocType;Tipo de local;849
28746;LocCode;Código de depósito;849
28747;PostStatus;Status de lançamento;849
28748;SumStock;Total valor do estoque;849
28749;OpenCogs;Valor pendente CPV;849
2875;DocEntry;ID interno do documento;89
28750;OpenQty;Open Quantity;849
28751;TreeID;ID da estrutura;849
28752;ParentID;ID sintético;849
28753;PAOffAcc;Conta de contrapartida de compras;849
28754;PAOffVal;Valor conta de contrapartida de compras;849
28755;OpenPAOff;Valor conta de contrapartida de compras em aberto;849
28756;PAAcc;Conta de compras;849
28757;PAVal;Valor da conta de compras;849
28758;OpenPA;Valor de compras em aberto;849
28759;LinkArc;Linked To Archived Doc;849
2876;LineNum;Row Number;89
28760;VersionNum;Nº da versão;849
28761;BSubLineNo;Número de sublinha base;849
28762;AbsEntry;Nº interno;850
28763;TreeID;ID da estrutura;851
28764;ParentID;ID sintético;851
28765;LocType;Tipo de local;851
28766;LocCode;Código local;851
28767;TransSeq;Nº de seqüência da transação;851
28768;LayerID;ID camada;851
28769;OpenQty;Quantidade pendente;851
2877;ObjType;object type;89
28770;OpenValue;Valor pendente;851
28771;ItemCode;Código do item;851
28772;AbsEntry;ID interno;851
28773;StockActio;Tipo ação estoque;851
28774;AbsEntry;Entrada de ausência;852
28775;ItemCode;Nº do item;852
28776;WhsCode;Código de depósito;852
28777;Counted;Quantidade contada;852
28778;AbsEntry;Nº interno;853
28779;WizName;Nome do assistente;853
2878;LogInstanc;Log Instance;89
28780;PostDateTo;Data de lançamento até;853
28781;WizType;Tipo de assistente;853
28782;IndexCode;Código do índice;853
28783;IndexRate;Taxa do índice;853
28784;CashAcct;Conta Caixa;853
28785;CashFrmBl;Caixa de saldo;853
28786;CashCancel;Cancelar caixa;853
28787;FromItem;Nº item até;853
28788;ToItem;Nº item até;853
28789;ItemGroup;Grupo de itens;853
2879;VatGroup;Código do grupo de IVA;89
28790;Properties;Propriedades do item;853
28791;RvalMethod;Método de reavaliação de inventário;853
